;;;Kraftr‰der;;;;;Personenkraftwagen ;;;;;;;;;;;;"Kraftomni-
busse";Lastkraftwagen ;;;;;;;;;Zugmaschinen;;;;"Sonstige
Kfz";"Nutzfahr-
zeuge
insgesamt
";Kraftfahrzeuge;;"Kraftfahrzeug-
anh‰nger"
;RB ZUSAMMEN;;134.813;131.304;1.564;1.945;18.778;1.555.019;583.179;719.435;205.525;46.880;68.549;167.856;30.800;678;151.188;545.380;584;2.748;105.508;34.654;55.592;1.294;5.202;1.631;2.444;4.659;32;61.266;10.935;43.346;6.985;9.130;178.652;1.868.484;701;260.356
;RB DETMOLD;05711 BIELEFELD,STADT;13.351;13.059;124;168;1.818;180.639;66.688;82.558;24.151;7.242;7.792;19.986;3.185;76;26.101;61.951;534;274;11.779;4.294;5.612;137;532;318;348;535;3;2.070;606;1.249;215;839;14.962;208.952;618;17.786
;;05754 GUETERSLOH;20.313;19.785;209;319;2.564;239.412;84.087;112.573;34.920;7.832;11.142;28.082;4.221;75;25.721;83.416;645;444;18.957;6.636;9.235;216;953;344;709;861;3;11.020;2.674;6.936;1.410;1.335;31.756;291.481;785;46.308
;;05758 HERFORD;14.487;14.190;115;182;2.010;166.878;64.922;74.336;22.051;5.569;7.913;18.641;2.840;52;15.366;61.706;658;230;10.835;3.786;5.514;99;518;173;199;543;3;4.944;1.027;3.196;721;724;16.733;198.098;781;28.120
;;05762 HOEXTER;8.887;8.540;88;259;1.102;92.198;33.905;43.376;12.233;2.684;3.855;11.550;1.550;46;5.518;31.683;650;147;6.154;2.021;3.069;62;347;91;180;381;3;7.802;528;5.977;1.297;648;14.751;115.836;817;21.080
;;05766 LIPPE;20.196;19.656;180;360;2.702;221.464;82.059;101.452;31.408;6.545;10.691;25.765;4.548;78;20.292;81.101;632;465;13.750;5.164;6.802;169;611;202;340;459;3;7.457;980;5.289;1.188;1.126;22.798;264.458;754;40.075
;;05770 MINDEN-LUEBBECKE;17.557;17.056;157;344;2.406;209.191;75.924;97.286;29.551;6.430;8.959;24.329;3.407;74;18.336;74.883;662;221;16.314;5.237;7.153;182;963;393;769;1.614;3;10.660;1.437;7.501;1.722;1.785;28.980;255.728;809;42.182
;;05774 PADERBORN;16.252;15.762;168;322;2.090;190.624;66.890;90.084;26.280;7.370;8.091;22.553;3.479;78;18.233;65.153;608;313;13.174;4.224;6.833;153;711;329;317;599;8;9.745;1.559;6.761;1.425;1.070;24.302;231.178;737;32.790
;RB ZUSAMMEN;;111.043;108.048;1.041;1.954;14.692;1.300.406;474.475;601.665;180.594;43.672;58.443;150.906;23.230;479;129.567;459.893;624;2.094;90.963;31.362;44.218;1.018;4.635;1.850;2.862;4.992;26;53.698;8.811;36.909;7.978;7.527;154.282;1.565.731;751;228.341
;RB ARNSBERG;05911 BOCHUM,STADT;16.740;16.388;181;171;2.359;216.772;91.544;95.601;23.278;6.349;9.523;22.103;2.733;84;45.073;69.620;593;176;15.761;4.401;9.602;376;739;127;180;324;12;1.300;457;757;86;826;18.063;251.575;688;15.497
;;05913 DORTMUND,STADT;24.601;24.053;277;271;3.389;300.029;119.380;135.908;36.768;7.973;13.783;32.808;3.966;167;31.128;106.650;506;450;17.454;6.189;8.386;311;864;456;434;811;3;2.587;1.413;1.021;153;1.157;21.648;346.278;584;27.801
;;05914 HAGEN,STADT;9.391;9.148;117;126;1.320;100.433;40.894;45.201;12.356;1.982;4.799;11.842;1.315;67;9.318;34.782;529;269;5.979;2.139;2.875;64;282;116;186;316;1;1.321;590;613;118;523;8.092;117.916;621;8.910
;;05915 HAMM,STADT;7.831;7.635;90;106;984;100.690;39.589;45.789;12.851;2.461;4.425;10.527;1.530;42;8.242;35.752;557;225;5.857;1.763;2.959;63;336;110;222;403;1;2.012;501;1.270;241;396;8.490;117.011;647;14.180
;;05916 HERNE,STADT;6.799;6.642;77;80;994;79.465;33.839;35.262;9.103;1.261;3.535;7.055;852;43;6.163;28.904;505;183;5.250;2.019;2.639;51;299;69;78;90;5;398;167;210;21;391;6.222;92.486;588;6.495
;;05954 ENNEPE-RUHR-KREIS;22.476;21.987;232;257;3.490;202.989;83.307;88.929;25.451;5.302;12.303;26.216;3.736;128;17.888;76.919;624;376;11.635;4.053;5.710;153;707;225;313;468;6;3.786;720;2.586;480;866;16.663;242.128;745;22.883
;;05958 HOCHSAUERLANDKREIS;15.184;14.615;174;395;1.958;172.894;64.478;82.299;21.139;4.978;7.136;27.729;3.176;83;15.947;57.949;661;433;12.341;3.924;6.325;157;568;280;329;750;8;10.557;1.065;8.023;1.469;1.106;24.437;212.515;812;34.343
;;05962 MAERKISCHER KREIS;23.607;22.892;288;427;3.390;257.669;103.197;116.253;32.419;5.800;13.194;36.310;4.458;104;19.956;91.044;628;517;14.798;5.295;6.995;163;830;273;509;729;4;6.813;1.063;4.827;923;1.274;23.402;304.678;742;32.792
;;05966 OLPE;8.444;8.197;73;174;1.010;92.332;35.466;43.366;10.983;2.517;3.990;15.625;1.366;37;9.728;29.901;687;102;7.466;2.156;4.212;75;375;83;194;367;4;5.447;557;4.004;886;520;13.535;114.311;850;16.351
;;05970 SIEGEN-WITTGENSTEIN;15.778;15.334;159;285;2.003;179.773;71.517;82.130;21.392;4.734;8.094;28.091;2.881;82;20.996;58.861;649;246;11.119;3.485;5.669;119;641;242;304;654;5;9.803;1.107;6.457;2.239;923;22.091;217.642;785;29.385
;;05974 SOEST;18.063;17.610;165;288;2.480;196.858;73.138;91.418;25.867;6.435;9.077;23.036;3.953;71;14.886;71.129;643;252;11.984;3.778;6.463;117;614;260;280;469;3;9.500;1.577;6.865;1.058;1.295;23.031;237.952;777;38.095
;;05978 UNNA;22.866;22.360;261;245;3.387;244.986;97.489;111.016;29.980;6.501;11.855;25.691;4.437;110;19.370;90.784;614;283;13.414;4.438;6.566;249;817;355;394;590;5;4.178;1.040;2.695;443;1.112;18.987;286.839;719;31.793
;RB ZUSAMMEN;;191.780;186.861;2.094;2.825;26.764;2.144.890;853.838;973.172;261.587;56.293;101.714;267.033;34.403;1.018;218.695;752.295;596;3.512;133.058;43.640;68.401;1.898;7.072;2.596;3.423;5.971;57;57.702;10.257;39.328;8.117;10.389;204.661;2.541.331;706;278.525
NORDRHEIN-WESTFALEN INSGESAMT;;;936.347;911.759;11.736;12.852;129.959;10.557.227;4.024.860;4.832.485;1.391.900;307.982;534.600;1.262.786;183.064;4.717;1.209.035;3.702.545;582;17.696;781.701;294.935;376.173;12.088;38.207;13.455;17.146;29.360;337;280.356;53.113;190.952;36.291;58.735;1.138.488;12.632.062;696;1.398.314
RHEINLAND-PFALZ;RB KOBLENZ;07111 KOBLENZ,STADT;5.143;4.984;91;68;664;64.618;23.465;31.172;7.991;1.990;3.398;8.036;998;27;12.766;20.190;561;285;5.009;1.699;2.278;64;317;111;102;436;2;1.287;614;536;137;462;7.043;76.804;666;6.545
;;07131 AHRWEILER;9.331;8.938;102;291;1.300;87.236;32.506;40.875;11.862;1.993;5.131;11.944;1.572;51;6.733;31.036;681;225;6.786;2.405;3.454;69;349;79;124;306;-;6.246;504;4.195;1.547;613;13.870;110.437;862;16.581
;;07132 ALTENKIRCHEN(WESTWLD.);9.706;9.319;93;294;1.380;86.849;33.614;39.960;11.032;2.243;4.104;13.207;1.449;33;7.474;30.326;661;389;5.933;1.871;3.282;47;263;92;118;260;-;5.497;302;3.844;1.351;527;12.346;108.901;828;17.572
;;07133 BAD KREUZNACH;10.893;10.406;145;342;1.522;102.952;36.800;49.011;14.558;2.583;6.144;13.416;1.599;35;8.383;37.060;638;252;8.448;2.128;3.891;105;634;605;329;753;3;7.486;645;5.537;1.304;734;16.920;130.765;811;20.314
;;07134 BIRKENFELD;5.328;5.011;66;251;688;53.330;20.105;25.557;6.737;931;2.584;8.123;762;15;3.996;18.679;652;141;3.477;1.111;1.912;31;128;48;82;165;-;3.409;93;2.654;662;366;7.393;66.051;808;12.471
;;07135 COCHEM-ZELL;5.194;4.907;50;237;681;42.724;14.039;21.812;5.737;1.136;2.327;6.512;643;33;2.649;14.272;682;70;3.129;892;1.704;61;187;68;57;160;-;5.923;162;4.140;1.621;351;9.473;57.391;916;10.982
;;07137 MAYEN-KOBLENZ;14.762;14.158;234;370;1.982;143.227;52.098;68.294;19.103;3.732;8.601;19.424;2.177;41;11.541;50.338;656;134;10.240;3.279;5.218;96;509;319;276;537;6;7.013;889;4.843;1.281;760;18.147;176.136;807;25.997
;;07138 NEUWIED;12.813;12.363;168;282;1.782;124.067;44.529;58.995;17.528;3.015;7.171;17.428;2.190;13;11.704;43.573;662;131;8.945;3.137;4.559;76;451;107;182;430;3;5.888;724;3.921;1.243;738;15.702;152.582;814;21.962
;;07140 RHEIN-HUNSRUECK-KREIS;7.744;7.321;92;331;1.039;73.065;24.166;37.274;9.685;1.940;3.568;10.715;1.243;29;6.631;24.397;692;491;5.472;1.650;2.965;45;333;75;97;307;-;7.441;485;5.291;1.665;521;13.925;94.734;897;18.829
;;07141 RHEIN-LAHN-KREIS;9.569;9.136;118;315;1.329;81.914;30.824;38.289;10.675;2.126;4.382;11.262;1.557;14;5.452;29.491;659;104;5.330;1.811;2.886;65;259;46;84;176;3;5.146;120;3.715;1.311;574;11.154;102.637;825;15.682
;;07143 WESTERWALDKREIS;14.997;14.368;252;377;2.104;142.227;51.489;67.231;19.270;4.237;7.190;23.461;2.365;81;13.470;49.435;689;234;10.900;3.238;6.045;118;596;140;298;462;3;9.015;813;6.187;2.015;911;21.060;178.284;864;29.064
;RB ZUSAMMEN;;105.480;100.911;1.411;3.158;14.471;1.002.209;363.635;478.470;134.178;25.926;54.600;143.528;16.555;372;90.799;348.797;658;2.456;73.669;23.221;38.194;777;4.026;1.690;1.749;3.992;20;64.351;5.351;44.863;14.137;6.557;147.033;1.254.722;824;195.999
;RB TRIER;07211 TRIER-SAARBURG;17.918;17.193;248;477;2.352;158.089;51.913;79.753;21.478;4.945;8.846;23.033;2.354;83;12.967;56.172;594;301;10.660;3.672;5.390;130;571;161;207;525;4;10.559;371;7.510;2.678;944;22.464;198.471;746;26.912
;;07231 BERNKASTEL-WITTLICH;8.139;7.663;123;353;1.087;77.485;25.375;39.873;10.329;1.908;3.889;10.622;1.195;25;6.030;26.480;673;189;6.153;1.766;3.395;73;281;120;132;380;6;9.781;392;6.819;2.570;639;16.762;102.386;890;19.180
;;07232 EIFELKREIS BITBURG-PRUEM;8.500;7.916;113;471;1.041;69.962;19.726;37.819;10.580;1.837;3.195;12.312;1.018;30;5.239;23.987;675;201;5.861;1.993;2.978;52;289;85;87;374;3;11.023;273;9.029;1.721;714;17.799;96.261;929;18.520
;;07233 VULKANEIFEL;5.359;5.002;60;297;709;43.048;14.523;21.745;5.815;965;1.935;6.938;759;35;2.926;14.265;697;144;3.606;1.163;1.845;54;182;51;81;226;4;6.139;212;4.638;1.289;374;10.263;58.670;950;11.989
;RB ZUSAMMEN;;39.916;37.774;544;1.598;5.189;348.584;111.537;179.190;48.202;9.655;17.865;52.905;5.326;173;27.162;120.904;638;835;26.280;8.594;13.608;309;1.323;417;507;1.505;17;37.502;1.248;27.996;8.258;2.671;67.288;455.788;834;76.601
;RB RHEINHESSEN-PFALZ;07311 FRANKENTHAL(PFALZ),STADT;2.459;2.393;40;26;325;27.175;9.492;13.234;3.950;499;1.344;3.139;282;3;2.798;9.508;554;28;1.706;635;881;6;99;24;21;40;-;618;294;283;41;124;2.476;32.110;655;2.722
;;07312 KAISERSLAUTERN,STADT;3.785;3.669;64;52;477;50.144;18.236;23.888;6.445;1.575;2.620;6.105;580;48;5.857;17.131;495;110;3.164;1.234;1.500;61;194;36;52;86;1;542;72;387;83;298;4.114;58.043;573;5.067
;;07313 LANDAU I.D.PFALZ,STADT;2.686;2.639;28;19;416;28.423;10.462;13.139;3.908;914;1.588;3.175;570;9;3.859;10.453;597;-;1.944;639;941;31;186;28;58;61;-;858;65;658;135;185;2.987;34.096;716;3.333
;;07314 LUDWIGSHAFEN A.RH.,STADT;7.434;7.146;206;82;936;84.929;29.829;40.836;12.152;2.112;3.779;10.442;772;92;11.069;27.118;487;254;5.681;2.083;2.810;120;360;104;105;94;5;874;425;404;45;579;7.388;99.751;572;6.508
;;07315 MAINZ,STADT;7.966;7.753;131;82;1.073;101.507;35.806;48.604;14.034;3.063;5.403;13.080;1.497;158;16.212;33.832;460;1.281;5.985;2.158;2.903;114;308;103;143;255;1;1.137;254;738;145;897;9.300;118.773;539;7.009
;;07316 NEUSTADT A.D.WSTR.,STADT;3.062;2.984;39;39;424;33.647;11.606;15.915;5.054;1.072;2.221;4.065;605;4;3.818;12.080;623;4;2.481;806;1.273;19;147;18;51;166;1;1.173;94;904;175;183;3.841;40.550;751;4.034
;;07317 PIRMASENS,STADT;1.879;1.792;30;57;244;23.375;8.788;11.066;2.996;525;1.267;3.091;236;18;2.875;8.348;575;26;1.674;629;778;20;95;32;56;64;-;454;68;319;67;177;2.331;27.585;678;3.262
;;07318 SPEYER,STADT;2.885;2.792;63;30;419;29.961;10.627;14.007;4.537;790;1.712;3.569;558;7;3.973;11.071;583;13;1.923;667;958;44;92;36;38;87;1;307;91;158;58;171;2.414;35.260;686;3.337
;;07319 WORMS,STADT;4.310;4.147;78;85;543;46.529;16.997;21.533;6.963;1.036;2.460;5.407;595;15;4.638;15.801;550;23;3.289;1.087;1.692;48;197;72;70;123;-;1.362;341;869;152;268;4.942;55.781;659;6.245
;;07320 ZWEIBRUECKEN,STADT;2.039;1.976;17;46;309;21.826;8.074;10.363;2.827;562;1.044;2.713;305;22;2.184;7.856;632;25;1.467;539;733;20;73;26;39;36;1;601;124;399;78;237;2.330;26.195;759;3.698
;;07331 ALZEY-WORMS;10.066;9.720;125;221;1.449;88.345;30.959;41.803;13.099;2.484;4.996;10.693;1.560;10;5.735;32.086;667;29;6.140;1.877;3.388;100;335;91;133;215;1;7.395;245;6.425;725;584;14.148;112.559;849;15.823
;;07332 BAD DUERKHEIM;10.017;9.739;124;154;1.399;92.950;32.290;43.399;14.467;2.794;6.569;12.151;1.814;17;5.980;35.569;691;187;5.282;1.765;2.739;66;326;117;131;136;2;4.561;330;3.684;547;476;10.506;113.473;843;14.332
;;07333 DONNERSBERGKREIS;5.878;5.617;81;180;883;51.871;17.597;25.555;7.325;1.394;2.670;6.746;818;23;3.283;18.888;681;89;3.062;1.123;1.521;42;161;47;73;94;1;3.875;154;2.830;891;361;7.387;65.136;855;11.455
;;07334 GERMERSHEIM;9.473;9.240;154;79;1.435;85.226;28.998;40.848;13.070;2.310;4.209;9.887;1.387;22;6.274;30.404;652;82;5.714;1.977;2.676;61;330;113;155;400;2;4.526;741;2.689;1.096;490;10.812;105.511;807;16.213
;;07335 KAISERSLAUTERN;7.434;7.160;100;174;883;70.362;24.579;33.960;10.049;1.774;3.676;9.809;1.008;24;4.399;25.913;650;140;5.019;1.541;2.580;54;361;126;112;243;2;3.208;183;2.457;568;375;8.742;86.538;800;15.631
;;07336 KUSEL;5.383;5.098;60;225;755;48.063;17.709;23.353;6.139;862;2.378;6.686;839;13;1.754;17.826;673;19;2.571;918;1.337;37;148;25;43;61;2;3.728;39;2.804;885;281;6.599;60.045;840;12.367
;;07337 SUEDLICHE WEINSTRASSE;9.591;9.289;120;182;1.377;79.176;27.106;37.524;12.231;2.315;4.795;9.666;1.719;20;5.600;29.135;703;276;5.561;1.837;2.790;85;362;87;143;257;-;7.595;250;6.024;1.321;575;14.007;102.774;912;14.412
;;07338 RHEIN-PFALZ-KREIS;12.041;11.733;207;101;1.687;103.095;36.128;48.631;15.574;2.762;6.638;12.210;1.788;6;5.759;39.105;661;60;6.206;2.153;3.042;60;368;135;188;260;-;3.577;794;2.317;466;408;10.251;125.387;804;14.603
;;07339 MAINZ-BINGEN;15.245;14.776;213;256;2.071;144.871;49.794;69.314;21.233;4.530;8.619;17.820;2.583;23;17.024;51.375;674;111;8.421;2.896;4.493;66;505;107;142;210;2;7.700;450;5.993;1.257;743;16.975;177.091;824;20.433
;;07340 SUEDWESTPFALZ;8.377;8.011;87;279;1.153;68.213;24.177;33.442;9.053;1.541;3.804;9.973;1.254;18;3.408;25.288;719;171;4.014;1.493;2.002;36;230;40;94;118;1;4.707;153;3.497;1.057;255;9.147;85.737;903;15.351
;RB ZUSAMMEN;;132.010;127.674;1.967;2.369;18.258;1.279.688;449.254;610.414;185.106;34.914;71.792;160.427;20.770;552;116.499;458.787;612;2.928;81.304;28.057;41.037;1.090;4.877;1.367;1.847;3.006;23;58.798;5.167;43.839;9.792;7.667;150.697;1.562.395;748;195.835
RHEINLAND-PFALZ INSGESAMT;;;277.406;266.359;3.922;7.125;37.918;2.630.481;924.426;1.268.074;367.486;70.495;144.257;356.860;42.651;1.097;234.460;928.488;632;6.219;181.253;59.872;92.839;2.176;10.226;3.474;4.103;8.503;60;160.651;11.766;116.698;32.187;16.895;365.018;3.272.905;787;468.435
SAARLAND;;10041 SAARBRUECKEN,STADTVERB.;19.070;18.499;322;249;2.660;193.325;73.969;90.254;24.704;4.398;11.217;22.882;2.492;93;20.195;70.765;584;481;13.681;4.862;6.986;189;807;209;257;363;8;2.329;342;1.601;386;1.071;17.562;229.957;695;24.818
;;10042 MERZIG-WADERN;7.526;7.200;98;228;1.021;73.314;24.550;36.997;10.219;1.548;4.145;11.224;1.152;23;4.701;27.574;702;176;4.469;1.415;2.423;44;264;65;88;168;2;4.940;301;3.664;975;429;10.014;90.854;870;16.188
;;10043 NEUNKIRCHEN;8.885;8.559;151;175;1.277;87.218;34.505;40.500;10.402;1.811;4.809;10.714;1.217;11;6.286;33.061;659;155;5.611;1.754;3.052;98;296;67;117;225;2;1.990;152;1.449;389;358;8.114;104.217;788;15.729
;;10044 SAARLOUIS;13.735;13.275;179;281;1.722;135.263;50.991;64.117;17.128;3.027;7.647;15.923;1.853;42;9.173;50.862;691;204;8.195;2.746;4.121;83;445;121;284;393;2;4.130;489;2.911;730;780;13.309;162.307;829;22.523
;;10045 SAAR-PFALZ-KREIS;9.876;9.568;155;153;1.388;99.320;37.131;46.761;12.935;2.493;6.014;12.722;1.604;140;8.866;37.754;697;109;6.523;2.087;3.343;76;488;86;200;239;4;3.014;446;1.953;615;522;10.168;119.364;838;18.357
;;10046 SANKT WENDEL;7.614;7.331;86;197;974;63.118;23.524;30.355;7.728;1.511;3.344;8.915;1.124;24;4.677;22.939;726;25;3.637;1.250;1.854;47;206;50;56;162;12;3.770;167;2.698;905;320;7.752;78.484;903;14.312
SAARLAND INSGESAMT;;;66.706;64.432;991;1.283;9.042;651.558;244.670;308.984;83.116;14.788;37.176;82.380;9.442;333;53.898;242.955;656;1.150;42.116;14.114;21.779;537;2.506;598;1.002;1.550;30;20.173;1.897;14.276;4.000;3.480;66.919;785.183;791;111.927
SACHSEN;RB CHEMNITZ;14511 CHEMNITZ, STADT;9.514;9.294;81;139;1.051;126.100;53.386;57.801;12.356;2.557;2.380;16.016;1.515;174;17.273;44.202;507;177;11.036;4.619;4.958;204;364;162;263;463;3;1.426;429;944;53;973;13.612;149.226;600;13.810
;;14521 ERZGEBIRGSKREIS;23.601;23.055;99;447;2.283;202.867;89.280;92.929;18.249;2.409;3.138;41.616;2.212;33;17.081;74.090;617;415;20.609;8.688;9.101;668;704;299;491;654;4;8.523;729;7.194;600;1.536;31.083;257.551;783;37.480
;;14522 MITTELSACHSEN;19.952;19.439;115;398;2.074;180.182;75.570;84.497;17.939;2.176;3.225;24.668;2.282;61;15.982;66.606;599;409;19.420;7.720;8.679;448;895;393;531;751;3;8.743;943;7.298;502;1.666;30.238;230.372;766;41.062
;;14523 VOGTLANDKREIS;13.660;13.312;60;288;1.541;136.959;58.195;63.378;13.615;1.771;2.989;23.603;1.583;173;13.004;51.270;615;213;14.818;6.073;6.546;425;571;248;347;603;5;6.995;705;5.536;754;1.140;23.166;173.785;780;28.437
;;14524 ZWICKAU;18.469;18.057;102;310;1.942;186.771;81.463;85.149;17.144;3.015;3.932;23.240;2.196;16;17.391;69.593;601;331;18.688;7.537;8.264;509;658;314;480;925;1;6.149;1.585;4.125;439;1.370;26.538;231.778;746;31.928
;RB ZUSAMMEN;;85.196;83.157;457;1.582;8.891;832.879;357.894;383.754;79.303;11.928;15.664;129.143;9.788;457;80.731;305.761;590;1.545;84.571;34.637;37.548;2.254;3.192;1.416;2.112;3.396;16;31.836;4.391;25.097;2.348;6.685;124.637;1.042.712;739;152.717
;RB DRESDEN;14612 DRESDEN, STADT;17.824;17.406;221;197;2.119;229.949;88.782;111.092;25.637;4.438;5.444;26.989;4.068;202;32.690;76.018;408;392;20.847;8.890;9.398;403;737;354;440;622;3;1.478;398;991;89;1.856;24.573;272.346;483;23.892
;;14625 BAUTZEN;18.040;17.518;121;401;1.936;182.097;72.437;89.171;18.152;2.337;3.201;21.970;2.149;87;15.497;68.671;612;326;18.606;7.798;8.292;479;703;335;396;600;3;8.812;812;7.315;685;1.570;29.314;229.451;771;42.943
;;14626 GOERLITZ;14.201;13.879;67;255;1.565;143.753;59.539;68.772;14.105;1.337;2.242;17.233;1.622;98;12.525;53.677;576;332;14.217;6.304;6.006;350;553;201;306;493;4;6.900;925;5.470;505;1.420;22.869;180.823;724;33.152
;;14627 MEISSEN;13.167;12.831;88;248;1.405;141.129;55.088;68.282;15.854;1.905;3.116;15.994;1.964;90;12.728;52.014;585;231;15.955;6.384;6.948;410;605;306;445;848;9;5.500;929;4.144;427;1.374;23.060;177.356;735;31.654
;;14628 SAECHS.SCHWEIZ-OSTERZGEB;15.521;15.056;132;333;1.714;146.096;59.005;69.427;15.591;2.073;2.986;23.092;2.257;112;14.041;53.550;593;399;15.793;6.279;7.302;490;577;338;358;440;9;5.878;335;5.239;304;1.246;23.316;184.933;751;30.715
;RB ZUSAMMEN;;78.753;76.690;629;1.434;8.739;843.024;334.851;406.744;89.339;12.090;16.989;105.278;12.060;589;87.481;303.930;527;1.680;85.418;35.655;37.946;2.132;3.175;1.534;1.945;3.003;28;28.568;3.399;23.159;2.010;7.466;123.132;1.044.909;654;162.356
;RB LEIPZIG;14713 LEIPZIG, STADT;16.277;15.920;174;183;1.951;233.901;91.960;110.869;25.809;5.263;5.132;24.964;3.579;158;29.964;80.216;380;297;18.941;8.636;8.467;253;569;251;264;494;7;1.518;487;969;62;1.803;22.559;272.737;443;24.359
;;14729 LEIPZIG;15.762;15.319;105;338;1.775;157.285;61.762;75.846;16.951;2.726;3.731;17.515;2.009;77;13.990;60.661;604;272;17.010;7.188;7.578;302;633;351;392;558;8;6.184;1.070;4.641;473;1.251;24.717;197.764;759;39.145
;;14730 NORDSACHSEN;12.166;11.783;90;293;1.456;118.173;46.385;57.727;12.451;1.610;2.090;12.877;1.409;60;9.788;44.384;591;226;13.946;5.514;6.465;284;468;248;393;571;3;5.380;775;4.202;403;1.271;20.823;151.162;756;34.946
;RB ZUSAMMEN;;44.205;43.022;369;814;5.182;509.359;200.107;244.442;55.211;9.599;10.953;55.356;6.997;295;53.742;185.261;473;795;49.897;21.338;22.510;839;1.670;850;1.049;1.623;18;13.082;2.332;9.812;938;4.325;68.099;621.663;578;98.450
SACHSEN INSGESAMT;;;208.154;202.869;1.455;3.830;22.812;2.185.262;892.852;1.034.940;223.853;33.617;43.606;289.777;28.845;1.341;221.954;794.952;535;4.020;219.886;91.630;98.004;5.225;8.037;3.800;5.106;8.022;62;73.486;10.122;58.068;5.296;18.476;315.868;2.709.284;663;413.523
SACHSEN-ANHALT;;15001 DESSAU-ROSSLAU,STADT;3.105;3.041;22;42;392;41.614;17.316;19.615;3.963;720;834;4.260;484;73;3.972;15.695;522;31;3.294;1.353;1.510;73;135;59;61;101;2;782;355;388;39;288;4.395;49.114;617;6.593
;;15002 HALLE (SAALE),STADT;6.354;6.196;81;77;723;95.228;39.557;44.958;9.126;1.587;1.855;9.305;892;94;11.586;32.544;393;198;7.762;3.514;3.592;88;205;87;93;180;3;780;378;365;37;488;9.228;110.810;458;10.661
;;15003 MAGDEBURG, STADT;6.573;6.433;58;82;744;111.646;44.612;53.762;11.279;1.993;2.222;11.241;1.175;135;14.309;39.187;466;81;9.215;3.996;4.191;155;340;101;200;227;5;903;319;510;74;1.332;11.531;129.750;542;12.694
;;15081 ALTMARKKREIS SALZWEDEL;4.837;4.697;22;118;577;50.754;18.470;26.006;5.576;702;809;6.136;757;16;3.470;19.634;616;173;5.739;2.435;2.765;81;149;93;75;140;1;4.320;162;3.743;415;719;10.951;66.542;807;18.425
;;15082 ANHALT-BITTERFELD;8.072;7.831;52;189;918;92.908;38.497;44.234;9.127;1.050;1.731;9.959;847;52;7.990;35.404;591;357;9.164;3.836;3.962;197;349;146;354;317;3;3.346;651;2.507;188;920;13.787;114.767;730;22.484
;;15083 BOERDE;10.222;9.859;75;288;1.221;107.283;42.131;52.674;10.975;1.503;1.948;12.191;1.325;46;7.688;41.656;626;146;11.026;4.862;4.927;179;357;174;225;300;2;6.050;1.549;4.234;267;1.139;18.361;135.866;793;28.950
;;15084 BURGENLANDKREIS;10.258;9.913;54;291;1.225;102.578;42.303;49.557;9.531;1.187;1.826;12.117;1.004;41;8.205;38.684;579;182;10.567;4.482;4.577;265;395;156;310;381;1;5.564;757;4.408;399;1.041;17.354;130.190;735;22.629
;;15085 HARZ;10.777;10.376;62;339;1.200;123.841;50.712;58.958;12.286;1.885;2.403;15.988;1.681;56;9.909;46.817;589;242;12.091;5.524;5.027;252;433;196;234;421;4;4.905;814;3.798;293;919;18.157;152.775;726;27.349
;;15086 JERICHOWER LAND;5.424;5.261;35;128;712;54.716;20.788;26.767;6.389;772;1.193;6.472;684;34;4.357;21.308;606;119;6.045;2.610;2.693;91;213;98;144;192;4;3.025;643;2.255;127;742;9.931;70.071;776;17.148
;;15087 MANSFELD-SUEDHARZ;7.851;7.451;49;351;847;79.474;32.341;39.004;7.225;904;1.407;10.696;721;40;6.494;29.298;602;153;7.614;3.127;3.581;164;249;97;133;260;3;4.502;331;3.926;245;767;13.036;100.361;760;17.527
;;15088 SAALEKREIS;11.686;11.285;100;301;1.361;115.861;45.968;56.688;11.741;1.464;2.299;13.220;1.107;72;10.196;44.163;630;144;12.424;4.776;5.712;238;519;321;383;467;8;4.396;1.139;3.068;189;1.276;18.240;145.787;792;26.119
;;15089 SALZLANDKREIS;9.607;9.319;77;211;1.176;104.949;42.919;50.821;10.103;1.106;1.999;10.965;988;57;7.793;39.555;563;190;9.763;4.253;4.372;160;360;147;153;314;4;3.801;823;2.832;146;875;14.629;129.185;693;22.868
;;15090 STENDAL;5.565;5.347;25;193;703;63.745;23.312;32.835;6.808;790;1.114;7.471;771;57;5.606;24.059;578;232;7.550;3.581;3.214;108;217;55;127;246;2;4.171;312;3.658;201;808;12.761;82.071;744;20.319
;;15091 WITTENBERG;7.680;7.418;52;210;907;75.682;30.141;36.606;8.040;895;1.445;8.695;997;27;5.749;29.044;611;109;8.031;3.357;3.671;160;281;148;213;199;2;3.952;579;3.060;313;723;12.815;96.177;776;23.664
SACHSEN-ANHALT INSGESAMT;;;108.011;104.427;764;2.820;12.706;1.220.279;489.067;592.485;122.169;16.558;23.085;138.716;13.433;800;107.324;457.048;558;2.357;120.285;51.706;53.794;2.211;4.202;1.878;2.705;3.745;44;50.497;8.812;38.752;2.933;12.037;185.176;1.513.466;692;277.430
SCHLESWIG-HOLSTEIN  ;;01001 FLENSBURG,STADT;3.025;2.968;22;35;417;45.894;17.183;20.599;6.679;1.433;1.766;4.960;1.671;37;6.823;15.619;496;84;3.063;1.319;1.391;59;88;33;27;145;1;720;408;288;24;249;4.116;53.035;573;5.944
