"Land

";Regierungsbezirk;"Statistische Kennziffer und Zulassungsbezirk
";Insgesamt;Nach Kraftstoffarten;;;;;;;Nach Emissionsgruppen;;;;;;;;;;Darunter dieselangetriebene Pkw nach Emissionsgruppen;;;;;;;;;
;;;;Benzin;Diesel;"Gas
(einschl.
bivalent)";"Hybrid 
insgesamt";"darunter
Plug-in-Hybrid";Elektro (BEV);sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;"darunter
Euro 6d";"darunter
Euro 6d-temp";sonstige;"schadstoff-
reduzierte 
insgesamt";Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;"darunter
Euro 6d";"darunter
Euro 6d-temp";sonstige;"schadstoffred.
mit Diesel-
antrieb insgesamt"
;;09374  NEUSTADT A.D.WALDNAAB;65551;40333;23712;378;815;235;302;11;545;2728;3187;14827;18333;24711;819;6592;538;64869;59;617;1556;3368;8664;9277;216;1991;71;23612
;;09375  REGENSBURG;127778;78364;45453;975;2176;542;782;28;983;4651;6113;27794;35618;49853;1519;13555;1154;126166;138;1131;2930;6344;16829;17804;388;3764;123;45299
;;09376  SCHWANDORF;101509;59687;39199;726;1442;360;443;12;778;3957;4953;22736;28109;39054;1246;10775;794;100381;113;807;2437;5407;13993;16210;410;3525;104;39071
;;09377  TIRSCHENREUTH;48977;31194;16806;228;564;157;178;7;377;2036;2134;10663;13779;19216;647;5288;331;48536;40;353;1005;2121;6078;7116;177;1563;37;16750
;RB ZUSAMMEN;;731543;447336;263338;4632;11965;3182;4148;124;5926;28906;35580;161537;198718;285636;11177;83156;6658;722961;760;6178;16778;36009;93923;107959;3321;25161;772;262379
;RB OBERFRANKEN              ;09461  BAMBERG,STADT;41168;25620;13995;355;835;234;352;11;508;2213;2528;9148;9742;15808;816;5044;491;40438;57;487;1104;1799;4269;6151;229;1800;43;13910
;;09462  BAYREUTH,STADT;39934;25612;12792;213;965;277;346;6;378;1634;1943;8478;9776;16789;835;5570;455;39453;44;284;806;1575;3822;6168;226;1906;42;12741
;;09463  COBURG,STADT;25122;16359;7943;139;484;111;190;7;252;1059;1271;5201;5929;10725;554;3538;287;24724;22;178;493;930;2229;4038;207;1265;24;7914
;;09464  HOF,STADT;25725;17969;6907;119;539;168;185;6;188;955;1259;5027;5977;11806;1008;3566;259;25471;16;163;499;821;2152;3208;158;786;23;6882
;;09471  BAMBERG;102337;63936;36006;631;1144;343;604;16;996;5177;6263;25488;27893;34295;921;9212;978;101090;118;1170;2871;5569;12902;13112;251;2701;124;35866
