;;;Kraftr‰der;;;;;Personenkraftwagen ;;;;;;;;;;;;"Kraftomni-
busse";Lastkraftwagen ;;;;;;;;;Zugmaschinen;;;;"Sonstige
Kfz";"Nutzfahr-
zeuge
insgesamt
";Kraftfahrzeuge;;"Kraftfahrzeug-
anh‰nger"
;;06631 FULDA;17.834;17.033;196;605;2.187;146.398;50.006;72.548;20.499;3.345;6.639;20.714;2.492;102;12.434;47.445;655;279;10.629;3.077;5.626;134;638;196;266;690;2;13.415;700;9.726;2.989;937;25.260;189.492;848;28.276
;;06632 HERSFELD-ROTENBURG;9.243;8.760;75;408;1.075;80.464;26.909;40.870;11.451;1.234;3.418;11.157;1.150;36;5.294;26.297;670;59;5.581;1.756;2.523;47;261;86;118;790;-;7.804;530;5.553;1.721;741;14.185;103.892;865;17.255
;;06633 KASSEL, LAND;16.026;15.368;202;456;2.197;152.947;58.374;69.533;21.113;3.927;8.078;19.199;3.426;20;9.072;54.228;645;151;9.227;3.080;4.490;99;508;245;196;607;2;8.311;1.084;5.519;1.708;813;18.502;187.475;790;29.215
;;06634 SCHWALM-EDER-KREIS;14.421;13.701;155;565;1.843;121.179;43.841;58.578;16.089;2.671;5.617;15.959;2.284;54;6.048;42.193;673;268;6.855;2.430;3.129;74;399;172;221;427;3;10.960;912;7.683;2.365;880;18.963;154.563;858;27.972
;;06635 WALDECK-FRANKENBERG;11.917;11.376;108;433;1.576;106.784;38.705;52.091;13.824;2.164;4.291;15.491;1.593;62;7.633;36.733;682;256;7.039;2.271;3.711;108;293;125;155;374;2;11.166;420;8.342;2.404;742;19.203;137.904;881;23.122
;;06636 WERRA-MEISSNER-KREIS;7.447;6.899;78;470;909;63.485;23.074;31.025;8.290;1.096;2.716;8.503;1.196;35;3.668;22.555;637;123;3.870;1.432;1.875;51;231;51;82;147;1;6.202;234;4.853;1.115;482;10.677;81.609;818;13.899
;RB ZUSAMMEN;;83.296;79.331;912;3.053;10.714;762.468;274.754;366.910;104.188;16.616;35.128;102.342;13.861;360;57.527;259.237;626;1.243;50.543;16.481;24.694;601;2.663;1.039;1.257;3.795;13;58.862;4.162;42.316;12.384;5.200;115.848;961.612;790;149.229
HESSEN INSGESAMT;;;364.580;351.644;4.885;8.051;47.702;3.853.716;1.359.348;1.851.951;545.469;96.948;195.168;542.140;55.729;1.696;534.748;1.284.086;612;5.659;263.623;88.289;136.985;2.853;13.620;4.648;5.684;11.475;69;157.536;13.768;111.702;32.066;24.819;451.637;4.669.933;742;500.839
MECKLENBURG-VORPOMMERN;;13003 ROSTOCK, STADT;5.287;5.172;47;68;635;86.347;34.174;41.519;9.496;1.158;1.734;8.454;1.430;55;9.272;29.685;414;120;6.446;2.996;2.839;94;168;80;145;120;4;1.207;798;393;16;551;8.324;99.958;480;23.315
;;13004 SCHWERIN, STADT;2.427;2.381;18;28;289;44.642;17.462;21.746;4.920;514;831;4.570;744;38;6.036;15.298;466;58;3.638;1.498;1.811;46;77;53;55;98;-;299;78;203;18;1.011;5.006;52.075;544;6.046
;;13071 MECKLENBURGISCHE SEENPLA;14.605;14.077;107;421;1.753;146.410;54.948;72.870;17.491;1.101;2.358;18.024;2.156;105;10.466;54.893;569;318;17.117;7.229;8.027;267;450;265;289;588;2;7.789;1.209;6.360;220;1.651;26.875;187.890;730;44.722
;;13072 ROSTOCK;11.953;11.593;95;265;1.373;129.161;46.203;64.495;16.929;1.534;2.910;16.503;2.134;80;10.592;48.411;593;235;15.498;6.570;7.223;191;483;207;363;456;5;6.772;1.168;5.406;198;1.552;24.057;165.171;758;37.335
;;13073 VORPOMMERN-RUEGEN;11.448;11.066;112;270;1.322;126.076;49.123;60.147;15.526;1.280;2.781;16.355;2.253;87;10.694;47.532;558;263;13.897;6.368;6.183;249;320;223;209;342;3;5.022;576;4.296;150;1.273;20.455;157.979;699;35.136
;;13074 NORDWESTMECKLENBURG;9.285;9.009;65;211;1.177;92.201;35.773;44.098;11.230;1.100;2.050;10.712;1.647;59;5.909;35.692;582;212;9.718;4.529;4.342;136;267;117;109;215;3;4.640;458;3.937;245;906;15.476;116.962;738;24.581
;;13075 VORPOMMERN-GREIFSWALD;12.988;12.615;90;283;1.546;127.202;48.324;62.107;15.621;1.150;2.096;15.839;1.637;101;8.311;48.533;540;318;13.019;6.012;5.813;236;336;152;143;326;1;5.644;481;4.944;219;1.211;20.192;160.382;681;36.676
;;13076 LUDWIGSLUST-PARCHIM;12.962;12.501;64;397;1.589;129.362;47.048;65.081;16.171;1.062;2.563;15.042;2.097;80;7.624;49.395;610;308;14.396;5.886;6.746;228;378;239;338;579;2;8.762;975;7.301;486;1.432;24.898;167.222;789;45.440
MECKLENBURG-VORPOMMERN INSGESAMT;;;80.955;78.414;598;1.943;9.684;881.401;333.055;432.063;107.384;8.899;17.323;105.499;14.098;605;68.904;329.439;547;1.832;93.729;41.088;42.984;1.447;2.479;1.336;1.651;2.724;20;40.135;5.743;32.840;1.552;9.587;145.283;1.107.639;687;253.251
NIEDERSACHSEN;RB BRAUNSCHWEIG;03101 BRAUNSCHWEIG,STADT;11.128;10.926;106;96;1.465;149.301;53.701;72.724;15.481;7.395;5.974;16.714;2.281;83;39.227;42.685;600;201;8.366;3.162;4.044;260;371;112;139;276;2;1.526;659;752;115;758;10.851;171.280;688;13.776
;;03102 SALZGITTER,STADT;4.564;4.424;53;87;538;56.502;21.526;27.239;6.968;769;2.412;5.829;713;38;3.567;18.812;545;120;2.978;1.222;1.343;36;141;41;64;127;4;1.017;283;614;120;300;4.415;65.481;631;8.331
;;03103 WOLFSBURG,STADT;6.156;5.970;101;85;679;121.579;42.441;67.490;6.871;4.777;3.839;15.230;1.597;54;64.672;20.041;981;132;3.361;1.544;1.523;83;102;34;35;40;-;995;55;801;139;457;4.945;132.680;1.070;7.163
;;03151 GIFHORN;12.938;12.513;176;249;1.629;111.115;41.907;53.098;13.233;2.877;4.948;12.838;2.496;40;5.501;38.206;625;152;6.540;2.680;3.201;77;272;78;76;155;1;6.797;306;5.282;1.209;779;14.268;138.321;777;27.290
;;03153 GOSLAR;8.330;8.117;74;139;1.163;80.947;31.906;37.991;9.749;1.301;3.552;10.418;1.332;51;6.167;29.026;604;96;5.036;1.745;2.553;61;255;62;92;266;2;2.735;504;1.847;384;599;8.466;97.743;729;14.531
;;03154 HELMSTEDT;6.352;6.186;59;107;811;57.120;22.864;26.791;6.180;1.285;2.529;6.050;1.153;33;3.126;20.180;625;141;2.957;1.179;1.432;45;108;63;45;83;2;2.403;171;1.887;345;428;5.929;69.401;759;11.413
;;03155 NORTHEIM;9.777;9.413;67;297;1.382;89.362;33.988;42.768;10.872;1.734;3.673;10.733;1.431;50;7.303;31.451;678;111;5.589;2.058;2.879;59;243;52;115;183;-;6.544;359;4.988;1.197;765;13.009;112.148;851;17.888
;;03157 PEINE;9.208;8.939;138;131;1.288;86.831;33.387;40.613;10.922;1.909;3.986;8.999;1.437;33;4.478;31.763;634;123;4.633;1.730;2.241;70;226;59;103;204;-;3.316;417;2.395;504;522;8.594;104.633;764;17.523
;;03158 WOLFENBUETTEL;8.478;8.259;85;134;1.133;76.307;30.758;34.828;9.005;1.716;3.796;7.902;1.441;20;3.938;28.440;640;125;4.029;1.683;1.855;66;150;32;46;194;3;2.661;190;2.037;434;451;7.266;92.051;772;13.795
;;03159 GOETTINGEN;17.710;17.106;162;442;2.442;186.011;69.931;88.046;24.253;3.781;8.107;22.909;3.378;129;14.854;66.845;575;354;12.016;4.636;5.501;168;555;202;360;592;2;9.619;1.083;6.887;1.649;1.443;23.432;227.153;702;32.999
;RB ZUSAMMEN;;94.641;91.853;1.021;1.767;12.530;1.015.075;382.409;491.588;113.534;27.544;42.816;117.622;17.259;531;152.833;327.449;638;1.555;55.505;21.639;26.572;925;2.423;735;1.075;2.120;16;37.613;4.027;27.490;6.096;6.502;101.175;1.210.891;761;164.709
;RB HANNOVER;03241 HANNOVER;53.299;52.081;574;644;6.971;595.382;217.812;280.822;83.889;12.859;28.449;70.235;10.196;404;70.386;204.275;514;998;41.225;15.632;20.148;451;1.785;944;822;1.435;8;13.229;2.675;8.748;1.806;4.656;60.108;708.789;612;89.538
;;03251 DIEPHOLZ;14.223;13.783;107;333;1.968;144.969;51.419;68.220;22.337;2.993;6.241;17.114;2.682;65;11.572;51.685;662;217;11.304;3.859;5.558;114;516;151;342;757;7;12.648;2.326;8.615;1.707;1.257;25.426;184.618;844;39.831
;;03252 HAMELN-PYRMONT;9.044;8.771;83;190;1.208;93.961;35.108;44.359;12.754;1.740;4.553;10.827;1.599;62;5.260;34.831;631;159;5.483;2.209;2.556;69;297;90;75;185;2;3.791;212;2.798;781;596;10.029;113.034;759;18.206
;;03254 HILDESHEIM;15.611;15.205;162;244;2.132;163.581;65.833;74.871;19.740;3.137;7.177;17.502;2.593;23;10.768;60.397;595;265;9.652;3.675;4.850;104;423;153;177;269;1;5.966;525;4.375;1.066;1.421;17.304;196.496;715;26.577
;;03255 HOLZMINDEN;4.554;4.371;43;140;633;45.584;17.160;21.640;6.088;696;2.008;5.781;804;26;2.758;15.840;652;65;2.795;918;1.460;33;126;32;65;160;1;2.944;252;2.002;690;430;6.234;56.372;807;10.688
;;03256 NIENBURG(WESER);8.137;7.812;85;240;1.150;79.539;27.328;38.800;11.888;1.523;2.859;9.469;1.425;51;6.084;28.531;653;260;6.360;2.215;3.223;132;307;100;111;270;2;8.143;992;5.872;1.279;873;15.636;103.312;848;25.018
;;03257 SCHAUMBURG;10.039;9.786;90;163;1.442;104.081;39.518;48.216;14.177;2.170;5.067;11.441;1.813;47;5.893;38.605;658;145;5.913;2.135;2.940;46;360;76;97;257;2;4.341;518;2.992;831;738;11.137;125.257;792;22.509
;RB ZUSAMMEN;;114.907;111.809;1.144;1.954;15.504;1.227.097;454.178;576.928;170.873;25.118;56.354;142.369;21.112;678;112.721;434.164;571;2.109;82.732;30.643;40.735;949;3.814;1.546;1.689;3.333;23;51.062;7.500;35.402;8.160;9.971;145.874;1.487.878;692;232.367
;RB LUENEBURG;03351 CELLE;11.686;11.262;112;312;1.637;112.327;40.387;53.766;16.166;2.008;4.640;13.305;2.311;54;7.697;41.437;624;141;8.071;2.903;4.137;143;372;124;150;238;4;5.391;401;4.370;620;1.024;14.627;138.640;771;28.383
;;03352 CUXHAVEN;13.025;12.542;92;391;1.732;128.299;48.008;60.639;17.765;1.887;5.068;14.121;2.875;60;6.189;47.103;643;117;9.097;3.810;4.284;201;316;68;128;287;3;10.600;420;9.071;1.109;1.066;20.880;162.204;813;34.470
;;03353 HARBURG;17.696;17.190;185;321;2.425;170.824;60.616;78.765;27.798;3.645;9.641;22.743;4.874;48;14.376;63.951;663;100;11.777;4.345;5.912;181;490;186;241;409;13;8.036;1.058;5.903;1.075;1.108;21.021;209.541;814;39.418
;;03354 LUECHOW-DANNENBERG;3.719;3.548;37;134;546;31.531;11.073;15.278;4.633;547;1.110;3.837;928;14;1.710;12.208;650;125;2.610;1.177;1.202;29;94;9;24;74;1;4.286;179;3.413;694;349;7.370;42.620;879;12.211
;;03355 LUENEBURG;10.360;10.114;84;162;1.540;107.484;40.801;49.372;14.887;2.424;4.953;12.018;2.986;38;10.242;40.443;581;205;7.400;2.892;3.653;109;241;91;93;320;1;4.580;511;3.565;504;1.035;13.220;131.064;708;23.404
;;03356 OSTERHOLZ;6.991;6.776;79;136;1.007;74.478;28.197;33.888;10.916;1.477;3.522;7.996;1.700;20;3.467;28.139;647;144;4.591;1.730;2.343;86;201;61;75;95;-;4.223;155;3.617;451;610;9.568;91.037;791;16.904
;;03357 ROTENBURG(WUEMME);11.492;11.078;85;329;1.761;118.963;38.749;61.190;16.650;2.374;4.155;14.052;2.417;63;17.484;38.719;721;148;11.478;3.775;5.816;65;343;173;435;864;7;12.074;1.456;9.326;1.292;1.209;24.909;155.364;942;35.549
;;03358 HEIDEKREIS;9.452;9.106;91;255;1.327;90.463;30.845;44.129;13.977;1.512;3.319;11.036;1.950;50;5.192;32.741;633;136;7.127;2.584;3.667;103;277;67;129;298;2;6.814;493;5.351;970;896;14.973;114.888;804;24.592
;;03359 STADE;11.692;11.309;94;289;1.526;128.472;46.909;60.718;18.385;2.460;5.676;15.148;3.203;43;9.063;45.043;622;371;9.086;3.224;4.763;99;363;139;179;318;1;10.415;1.013;8.275;1.127;913;20.785;160.949;779;31.594
;;03360 UELZEN;6.141;5.928;46;167;896;58.345;23.078;26.567;7.455;1.245;2.307;6.585;1.195;31;3.208;21.488;628;46;4.075;1.642;2.078;45;128;27;40;114;1;4.353;260;3.658;435;565;9.039;73.525;791;16.540
;;03361 VERDEN;8.184;7.933;86;165;1.099;88.683;32.292;41.933;12.750;1.708;4.114;10.577;1.807;33;7.046;32.514;640;83;6.351;2.394;3.168;99;236;73;118;260;3;5.306;672;3.844;790;640;12.380;109.247;789;22.174
;RB ZUSAMMEN;;110.438;106.786;991;2.661;15.496;1.109.869;400.955;526.245;161.382;21.287;48.505;131.418;26.246;454;85.674;403.786;641;1.616;81.663;30.476;41.023;1.160;3.061;1.018;1.612;3.277;36;76.078;6.618;60.393;9.067;9.415;168.772;1.389.079;802;285.239
;RB WESER-EMS;03401 DELMENHORST,STADT;3.119;3.046;32;41;433;42.955;16.703;19.654;6.041;557;1.602;3.986;651;15;3.917;15.098;554;58;2.521;1.012;1.230;33;98;51;28;68;1;587;243;298;46;184;3.350;49.424;638;6.011
;;03402 EMDEN,STADT;2.293;2.221;21;51;318;25.450;10.834;11.140;2.870;606;866;2.027;633;19;2.239;8.549;514;93;1.605;729;689;18;83;20;27;39;-;500;164;305;31;124;2.322;30.065;607;4.492
;;03403 OLDENBURG(OLDENB),STADT;6.615;6.515;48;52;948;90.544;34.486;41.512;12.248;2.298;3.686;8.377;2.179;49;11.874;33.276;531;136;5.472;2.316;2.496;79;239;112;91;137;2;741;188;457;96;461;6.810;103.969;610;12.156
;;03404 OSNABRUECK,STADT;5.935;5.788;57;90;824;87.973;32.573;41.733;11.369;2.298;3.978;9.060;1.383;72;14.824;29.471;533;152;6.783;2.654;3.182;71;246;110;232;286;2;1.467;624;734;109;714;9.116;103.024;624;10.566
;;03405 WILHELMSHAVEN,STADT;3.628;3.566;34;28;509;40.363;17.381;17.422;5.078;482;1.545;3.341;764;17;3.001;14.260;538;60;2.645;1.187;1.192;35;94;19;53;64;1;393;38;317;38;211;3.309;47.300;630;5.390
;;03451 AMMERLAND;7.460;7.254;57;149;1.144;82.228;29.929;38.520;12.075;1.704;3.903;8.772;1.855;33;6.741;30.139;650;162;7.715;2.885;3.846;106;345;85;147;294;7;6.437;497;5.205;735;619;14.933;104.621;827;21.466
;;03452 AURICH;13.058;12.691;141;226;1.949;120.048;46.442;55.478;15.819;2.309;4.314;11.254;3.297;56;8.473;41.940;630;228;10.514;4.155;5.195;176;352;119;166;349;2;8.842;409;7.018;1.415;755;20.339;153.445;806;31.849
;;03453 CLOPPENBURG;8.338;7.898;91;349;1.152;106.139;30.131;54.315;19.568;2.125;3.541;14.080;1.560;45;8.511;35.454;610;180;11.571;3.957;5.699;237;462;191;344;666;15;10.596;1.348;8.477;771;1.091;23.438;137.915;793;31.113
;;03454 EMSLAND;18.165;17.417;160;588;2.237;210.022;67.743;107.739;29.509;5.031;6.710;24.294;3.803;84;20.098;67.401;634;375;19.558;7.307;9.752;181;720;205;413;968;12;19.044;2.739;14.900;1.405;1.710;40.687;268.874;811;66.574
;;03455 FRIESLAND;6.828;6.645;68;115;1.081;67.562;26.048;30.643;9.549;1.322;3.086;6.456;1.827;38;4.092;25.083;683;42;4.272;1.839;1.861;39;151;66;60;252;4;3.516;284;2.709;523;403;8.233;82.623;835;15.277
;;03456 GRAFSCHAFT BENTHEIM;7.386;7.139;66;181;925;87.613;28.072;44.214;13.039;2.288;3.079;10.412;1.835;28;8.437;28.283;632;103;7.502;2.925;3.757;85;238;93;139;260;5;6.601;765;5.211;625;653;14.859;109.858;792;23.359
;;03457 LEER;10.759;10.429;115;215;1.716;106.570;39.168;50.304;15.132;1.966;3.772;9.735;2.639;33;6.334;37.757;618;144;8.468;3.320;3.855;83;319;158;176;551;6;7.184;670;5.523;991;563;16.359;133.688;775;27.049
;;03458 OLDENBURG(OLDENBURG);8.395;8.147;60;188;1.141;86.374;30.840;40.272;13.484;1.778;3.978;9.647;2.116;25;6.556;31.683;654;69;6.463;2.272;3.240;64;250;130;128;378;1;6.760;797;4.890;1.073;632;13.924;108.693;823;23.676
;;03459 OSNABRUECK;21.257;20.526;184;547;2.868;236.397;85.326;112.765;33.166;5.140;9.912;26.204;3.877;66;16.996;83.553;654;467;17.975;6.259;8.833;184;881;319;410;1.080;9;17.133;1.723;13.158;2.252;1.455;37.030;294.684;815;54.055
;;03460 VECHTA;7.101;6.823;58;220;904;90.929;27.578;45.854;15.174;2.323;3.258;11.880;971;38;9.928;29.291;628;318;8.696;2.895;4.252;88;454;135;211;653;8;7.974;2.121;5.131;722;882;17.870;115.900;800;24.702
;;03461 WESERMARSCH;4.716;4.550;59;107;712;54.494;20.021;25.689;7.926;858;2.167;5.731;1.228;26;3.244;19.217;616;130;4.510;1.810;2.183;40;141;66;96;173;1;4.445;389;3.475;581;395;9.480;68.690;777;17.133
;;03462 WITTMUND;3.977;3.848;38;91;634;37.301;14.309;17.532;4.935;525;1.342;3.642;872;38;1.962;13.585;649;76;3.237;1.523;1.417;45;117;21;43;70;1;4.162;98;3.404;660;253;7.728;49.006;853;10.828
;RB ZUSAMMEN;;139.030;134.503;1.289;3.238;19.495;1.572.962;557.584;754.786;226.982;33.610;60.739;168.898;31.490;682;137.227;544.040;616;2.793;129.507;49.045;62.679;1.564;5.190;1.900;2.764;6.288;77;106.382;13.097;81.212;12.073;11.105;249.787;1.961.779;768;385.696
NIEDERSACHSEN INSGESAMT;;;459.016;444.951;4.445;9.620;63.025;4.925.003;1.795.126;2.349.547;672.771;107.559;208.414;560.307;96.107;2.345;488.455;1.709.439;614;8.073;349.407;131.803;171.009;4.598;14.488;5.199;7.140;15.018;152;271.135;31.242;204.497;35.396;36.993;665.608;6.049.627;754;1.068.011
NORDRHEIN-WESTFALEN;RB DUESSELDORF;05111 DUESSELDORF, STADT;24.893;24.229;412;252;3.034;321.540;103.148;161.032;49.757;7.603;17.902;48.456;3.457;280;89.742;92.497;519;709;21.867;11.347;8.419;302;753;316;389;338;3;1.720;555;1.033;132;5.249;29.545;375.978;607;17.830
;;05112 DUISBURG,STADT;19.360;18.937;247;176;2.510;237.099;98.718;104.986;30.331;3.064;9.821;21.022;2.654;107;20.311;82.685;479;254;14.573;4.779;7.097;243;914;323;299;914;4;2.711;1.942;654;115;1.186;18.724;275.183;556;22.644
;;05113 ESSEN,STADT;23.166;22.606;295;265;3.192;295.308;120.305;134.344;35.294;5.365;15.093;32.582;3.338;171;41.810;102.712;510;489;19.225;7.667;9.357;285;783;247;336;545;5;2.058;840;1.040;178;1.571;23.343;341.817;590;22.144
;;05114 KREFELD,STADT;9.586;9.302;171;113;1.351;121.798;48.867;54.745;16.076;2.110;6.725;13.311;1.823;42;13.589;43.792;536;147;6.978;2.626;3.579;83;337;118;103;131;1;1.661;885;664;112;458;9.244;140.628;619;17.970
;;05116 MOENCHENGLADBACH,STADT;11.242;10.935;189;118;1.672;143.152;57.653;64.208;18.829;2.462;8.435;14.419;2.047;63;15.424;51.166;548;325;9.746;3.937;4.415;137;532;159;183;381;2;1.701;529;1.003;169;511;12.283;166.677;639;13.642
;;05117 MUELHEIM A.D.RUHR,STADT;7.983;7.817;86;80;1.055;95.070;38.112;42.339;12.842;1.777;6.347;11.406;1.335;47;9.807;35.784;557;35;5.434;1.885;2.678;78;267;109;140;274;3;658;215;383;60;382;6.509;109.562;642;7.760
;;05119 OBERHAUSEN,STADT;9.625;9.391;119;115;1.269;113.678;48.677;49.551;13.610;1.840;5.647;10.260;1.359;44;9.283;41.302;545;190;6.531;2.278;3.413;94;340;72;93;240;1;729;379;296;54;482;7.932;131.235;629;9.596
;;05120 REMSCHEID,STADT;5.893;5.694;90;109;798;63.907;25.886;28.644;8.195;1.182;3.487;9.361;853;31;7.168;22.047;572;102;4.180;1.602;2.056;34;223;83;81;100;1;795;264;448;83;241;5.318;75.118;672;6.114
;;05122 SOLINGEN,STADT;9.434;9.200;119;115;1.371;98.745;39.191;43.709;13.062;2.783;5.820;13.276;1.499;36;15.085;33.543;621;129;5.731;2.211;2.944;52;281;62;85;93;3;730;140;483;107;296;6.886;115.065;724;8.305
;;05124 WUPPERTAL,STADT;17.616;17.157;242;217;2.549;178.584;70.873;81.275;22.908;3.528;9.771;22.734;2.574;94;21.859;61.121;504;380;10.557;4.060;4.933;168;537;207;259;388;5;1.506;487;857;162;697;13.140;209.340;590;13.907
;;05154 KLEVE;15.928;15.380;250;298;2.372;201.523;71.963;95.705;30.082;3.773;9.284;21.910;4.432;58;15.880;72.422;640;207;13.985;4.887;6.908;205;818;254;352;554;7;9.346;1.566;6.985;795;1.158;24.696;242.147;770;37.981
;;05158 METTMANN;27.841;27.187;369;285;3.978;301.305;115.148;138.169;40.891;7.097;17.708;37.494;4.821;104;39.513;107.840;622;175;20.633;7.342;10.083;454;1.202;483;445;622;2;3.431;1.058;2.070;303;1.479;25.718;354.864;733;26.717
;;05162 NEUSS;25.169;24.579;364;226;3.357;279.152;105.473;128.563;39.508;5.608;16.561;33.352;4.004;105;29.780;99.999;617;340;19.765;5.911;8.078;205;3.714;383;404;1.053;17;5.240;1.496;3.229;515;1.164;26.509;330.830;731;27.773
;;05166 VIERSEN;17.089;16.586;242;261;2.543;192.881;75.163;86.618;27.083;4.017;11.513;20.264;3.998;81;16.447;73.621;646;260;14.566;4.608;7.340;223;899;434;335;717;10;6.169;1.289;4.355;525;1.422;22.417;232.387;778;33.385
;;05170 WESEL;26.374;25.690;361;323;3.769;293.795;116.121;131.766;39.733;6.175;15.405;30.385;5.405;99;20.167;110.574;638;603;17.114;5.866;8.987;205;842;222;326;661;5;7.584;1.575;5.215;794;1.685;26.986;347.155;754;43.658
;RB ZUSAMMEN;;251.199;244.690;3.556;2.953;34.820;2.937.537;1.135.298;1.345.654;398.201;58.384;159.519;340.232;43.599;1.362;365.865;1.031.105;565;4.345;190.885;71.006;90.287;2.768;12.442;3.472;3.830;7.011;69;46.039;13.220;28.715;4.104;17.981;259.250;3.447.986;663;309.426
;RB KOELN;05314 BONN,STADT;12.117;11.861;149;107;1.728;174.650;58.770;90.044;21.645;4.191;9.063;19.291;2.265;97;39.952;54.905;526;306;88.720;57.127;24.850;2.641;976;1.503;948;641;34;852;159;563;130;1.470;91.348;278.115;838;12.206
;;05315 KOELN,STADT;42.899;41.912;639;348;5.737;493.614;183.327;231.300;69.004;9.983;27.759;59.201;8.356;255;94.055;160.224;460;1.040;36.168;13.236;18.238;518;1.800;641;689;1.020;26;3.448;1.795;1.380;273;2.526;43.182;579.695;540;32.756
;;05316 LEVERKUSEN,STADT;7.956;7.780;112;64;1.059;91.542;35.192;42.744;11.770;1.836;4.406;11.122;1.219;63;11.876;31.567;559;277;5.289;2.053;2.475;57;326;110;80;186;2;863;209;525;129;443;6.872;106.370;649;7.772
;;05334 AACHEN, STAEDTEREGION;27.039;26.377;283;379;3.785;300.636;121.551;133.481;38.725;6.879;18.070;32.563;5.128;140;33.726;106.026;540;612;18.052;6.755;8.596;250;849;282;389;924;7;6.054;1.710;3.706;638;1.352;26.070;353.745;635;38.098
;;05358 DUEREN;17.476;17.000;197;279;2.558;168.041;65.140;76.815;22.190;3.896;10.087;17.721;2.962;85;12.371;61.520;630;474;11.054;3.925;5.684;163;488;143;226;420;5;6.017;862;4.283;872;951;18.496;204.013;765;28.324
;;05362 RHEIN-ERFT-KREIS;27.627;26.904;403;320;3.771;288.878;114.042;130.707;38.696;5.433;17.484;30.727;4.777;99;26.064;105.850;612;449;21.097;7.207;10.268;207;1.284;455;637;1.028;11;4.993;1.553;2.959;481;1.369;27.908;344.413;730;31.477
;;05366 EUSKIRCHEN;13.038;12.511;165;362;1.793;151.535;55.214;69.982;19.283;7.056;7.140;22.211;2.563;54;30.514;46.939;778;289;11.734;3.406;6.832;73;681;135;184;420;3;8.624;784;6.295;1.545;746;21.393;185.966;955;27.835
;;05370 HEINSBERG;15.642;15.163;232;247;2.331;166.958;62.532;77.040;24.303;3.083;9.576;18.176;3.186;53;12.778;60.261;646;365;10.860;3.631;5.726;116;523;136;188;538;2;5.751;749;4.307;695;796;17.772;200.372;776;31.743
;;05374 OBERBERGISCHER KREIS;17.263;16.581;207;475;2.376;182.092;70.296;83.854;24.432;3.510;9.415;26.284;3.312;88;16.120;64.618;670;430;11.615;4.185;5.788;135;640;181;259;419;8;8.885;511;6.588;1.786;811;21.741;221.096;814;29.429
;;05378 RHEIN.-BERGISCHER KREIS;19.307;18.833;197;277;2.791;184.798;71.357;82.776;26.193;4.472;12.211;23.965;3.678;76;16.460;70.462;652;193;10.607;3.860;5.534;102;531;142;182;252;4;3.997;276;2.963;758;717;15.514;219.619;775;22.235
;;05382 RHEIN-SIEG-KREIS;37.935;36.861;504;570;5.321;375.141;144.016;171.919;51.903;7.303;23.463;43.539;6.671;174;29.118;139.182;624;508;23.518;9.083;11.316;256;1.275;383;441;756;8;10.856;1.105;7.869;1.882;1.682;36.564;449.640;748;49.554
;RB ZUSAMMEN;;238.299;231.783;3.088;3.428;33.250;2.577.885;981.437;1.190.662;348.144;57.642;148.674;304.800;44.117;1.184;323.034;901.554;576;4.943;248.714;114.468;105.307;4.518;9.373;4.111;4.223;6.604;110;60.340;9.713;41.438;9.189;12.863;326.860;3.143.044;703;311.429
;RB MUENSTER;05512 BOTTROP,STADT;6.656;6.522;69;65;879;70.110;29.300;30.823;8.835;1.152;3.677;6.688;848;21;4.965;26.040;598;122;3.806;1.155;1.983;65;299;101;107;96;-;872;296;486;90;276;5.076;81.842;698;6.341
;;05513 GELSENKIRCHEN,STADT;9.641;9.358;153;130;1.263;124.445;51.443;55.768;15.527;1.707;5.109;11.375;1.118;89;11.471;42.938;478;369;8.108;2.783;4.216;175;472;123;123;214;2;1.146;670;420;56;545;10.168;144.254;555;9.539
;;05515 MUENSTER,STADT;11.128;10.902;135;91;1.583;151.318;54.304;71.384;21.291;4.339;7.666;16.609;3.599;91;26.271;52.144;476;250;11.714;4.843;5.283;151;564;163;236;470;4;2.528;519;1.723;286;758;15.250;177.696;559;17.777
;;05554 BORKEN;18.313;17.734;213;366;2.512;232.866;80.965;113.152;32.493;6.256;9.291;25.592;4.637;82;25.495;76.151;623;396;19.349;5.536;10.781;190;995;290;492;1.062;3;14.447;2.639;10.323;1.485;1.910;36.102;287.281;769;52.579
;;05558 COESFELD;13.342;12.951;143;248;1.852;143.727;51.824;68.531;19.735;3.637;6.510;15.377;3.514;59;11.862;51.467;649;286;9.797;2.851;5.201;119;480;231;315;597;3;9.002;930;6.778;1.294;1.114;20.199;177.268;801;30.316
;;05562 RECKLINGHAUSEN;34.512;33.782;367;363;5.028;361.273;148.756;161.331;45.471;5.715;17.929;34.977;5.425;136;21.867;135.113;590;575;18.762;6.596;9.611;243;978;272;411;647;4;6.082;1.720;3.744;618;1.493;26.912;422.697;690;42.385
;;05566 STEINFURT;24.179;23.392;242;545;3.283;282.484;101.952;134.904;38.244;7.384;11.301;29.714;6.036;105;27.023;96.531;627;474;19.737;6.776;9.718;222;932;437;574;1.076;2;16.006;2.533;11.451;2.022;1.743;37.960;344.623;766;62.203
;;05570 WARENDORF;15.534;15.129;157;248;2.066;178.018;65.304;83.437;25.178;4.099;7.816;19.224;3.307;73;16.705;61.358;640;218;10.371;3.430;5.419;121;542;149;209;496;5;10.359;1.503;7.618;1.238;1.057;22.005;215.557;775;34.358
