"Land

";Regierungsbezirk;"Statistische Kennziffer und Zulassungsbezirk
";Insgesamt;Nach Kraftstoffarten;;;;;;;Nach Emissionsgruppen;;;;;;;;;;;Darunter dieselangetriebene Pkw nach Emissionsgruppen;;;;;;;;;;
;;;;Benzin;Diesel;"Gas
(einschl.
bivalent)";"Hybrid 
insgesamt";"darunter
Plug-in-Hybrid";Elektro (BEV);sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;darunter Euro 6d-temp;darunter Euro 6d;darunter Euro 6e;sonstige;schadstoffreduzierte insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;darunter Euro 6d-temp;darunter Euro 6d;darunter Euro 6e;sonstige;schadstoffred. mit Dieselantrieb insgesamt
;;09262 PASSAU,STADT;30.348;17.136;8.888;91;3.066;757;1.160;7;172;738;949;4.525;5.715;16.496;3.235;5.723;1.005;1.230;29.825;38;149;413;792;2.369;5.032;1.008;1.327;148;23;8.816
;;09263 STRAUBING,STADT;28.562;16.522;8.868;148;2.213;502;809;2;160;646;961;4.857;6.031;14.564;3.091;4.364;710;886;28.105;17;127;457;928;2.671;4.601;919;1.033;105;15;8.816
;;09271 DEGGENDORF;82.672;45.471;28.815;398;5.209;1.293;2.774;5;442;1.922;2.614;12.821;18.199;42.569;8.798;12.594;1.698;3.008;81.575;47;444;1.344;2.812;8.886;15.091;2.968;3.157;315;44;28.668
;;09272 FREYUNG-GRAFENAU;55.144;30.998;18.775;176;3.719;827;1.473;3;366;1.670;1.781;7.784;11.649;29.464;6.557;8.746;966;1.631;54.345;44;377;1.000;1.867;5.773;9.566;1.969;1.754;117;41;18.668
;;09273 KELHEIM;85.105;46.649;30.487;457;4.784;1.039;2.717;11;492;2.127;2.914;13.530;18.936;42.663;9.234;11.498;1.347;3.015;83.677;62;512;1.515;3.287;9.742;15.143;3.047;2.668;203;64;30.325
;;09274 LANDSHUT;115.426;61.428;41.725;603;7.018;1.803;4.606;46;747;3.193;4.436;19.032;25.024;55.907;11.757;15.627;2.519;5.090;113.429;123;880;2.310;4.596;13.008;20.381;4.194;3.801;473;126;41.424
;;09275 PASSAU;135.196;79.367;41.993;441;8.726;2.011;4.638;31;799;3.839;4.681;22.057;29.253;67.438;14.966;19.016;2.191;5.062;133.129;111;837;2.364;4.445;13.318;20.534;4.167;3.733;228;86;41.695
;;09276 REGEN;51.850;29.021;17.535;206;3.726;884;1.356;6;300;1.240;1.505;7.028;11.095;28.537;6.315;8.529;1.011;1.529;51.234;48;324;841;1.568;5.344;9.286;1.940;1.690;116;42;17.453
;;09277 ROTTAL-INN;87.608;48.632;30.748;407;4.981;1.180;2.822;18;595;2.709;3.427;15.503;19.201;41.413;8.629;11.711;1.771;3.149;85.997;75;718;1.825;3.575;9.366;14.836;2.780;3.388;481;83;30.478
;;09278 STRAUBING-BOGEN;72.448;40.589;25.191;371;3.949;921;2.338;10;454;1.798;2.478;11.689;16.735;35.420;7.921;9.176;967;2.564;71.138;59;421;1.256;2.713;8.253;12.282;2.525;1.920;165;46;25.030
;;09279 DINGOLFING-LANDAU;73.469;38.661;26.491;357;5.151;1.088;2.804;5;456;2.209;3.040;12.482;15.413;35.569;6.562;8.571;5.114;3.185;72.354;70;585;1.542;3.213;8.557;12.298;2.328;1.826;432;64;26.329
